Well,CBD_pl_1,CBD_pl_2,CBD_pl_3,V_pl_1,V_pl_2,V_pl_3,veh,cbd,fr_change,log_fr_change,veh_sd,cbd_sd
I24,6328,5870,7202,12751,12582,10624,11985.666666666666,6466.666666666667,0.539533331479267,-0.89,1182.261533389856,676.740225886812
J01,2736,2351,2789,3214,3162,2634,3003.3333333333335,2625.3333333333335,0.8741398446170922,-0.194,320.90704780875933,239.05299273034282
J02,3353,2659,3318,6960,7568,4734,6420.666666666667,3110,0.4843733776347212,-1.046,1491.9950848891338,390.96930825833374
J03,7897,7984,8017,13054,11797,11405,12085.333333333334,7966,0.6591460723742277,-0.601,861.4826366986937,61.99193495931547
J04,6837,5740,7036,12880,11894,11734,12169.333333333334,6537.666666666667,0.5372247178700559,-0.896,620.6330101866427,697.9286018879964
J05,3405,2876,3722,4882,5169,4612,4887.666666666667,3334.3333333333335,0.6821932755916251,-0.552,278.5432342264542,427.40418029464024
J06,6972,5279,8056,11152,12936,13207,12431.666666666666,6769,0.5444965813111677,-0.877,1116.4767500191545,1399.5852957215577
J07,6672,6347,7920,12211,12315,13982,12836,6979.666666666667,0.5437571413732212,-0.879,993.8264436006923,830.40732976855
J08,3491,2518,3357,4455,3547,3754,3918.6666666666665,3122,0.7966995576726779,-0.328,475.8700803090412,527.3528230700961
J09,3029,2265,2653,3549,3580,3678,3602.3333333333335,2649,0.7353567132414176,-0.443,67.33745861950341,382.0157064833853
J10,7789,4473,4584,10171,11846,10682,10899.666666666666,5615.333333333333,0.5151839505795284,-0.957,858.4522894915788,1883.2685239586344
J11,6890,5625,5957,13879,11414,13128,12807,6157.333333333333,0.4807787407927956,-1.057,1263.462306521251,655.8630446467718
J12,5292,4356,5099,13070,12974,10321,12121.666666666666,4915.666666666667,0.4055272927265228,-1.302,1560.1616369252686,494.19867799634324
J13,4851,4117,3888,9705,8993,8986,9228,4285.333333333333,0.4643837595723161,-1.107,413.1089444686474,503.0848172359541
J14,6337,4659,5244,13249,11667,12533,12483,5413.333333333333,0.43365643942428367,-1.205,792.1843219857359,851.7196330561679
J15,7834,6405,8924,12487,13681,11658,12608.666666666666,7721,0.6123565801300693,-0.708,1016.9731232109004,1263.2960856426334
J16,7064,5917,4771,12141,11127,12536,11934.666666666666,5917.333333333333,0.49581052396380293,-1.012,726.8083195267741,1146.500036342491
J17,7314,6576,7277,9874,11389,10563,10608.666666666666,7055.666666666667,0.6650851505058758,-0.588,758.5316956682386,415.81526346844623
J18,6264,5618,6427,12735,13122,11162,12339.666666666666,6103,0.4945838623409601,-1.016,1038.0830088838431,427.8562842824679
J19,7565,7391,6430,11157,10339,11934,11143.333333333334,7128.666666666667,0.6397247980855519,-0.644,797.5878217057564,611.2858033140744
J20,6487,6469,6290,13143,12683,11590,12472,6415.333333333333,0.5143788753474449,-0.959,797.7111005871737,108.91433942935767
J21,4305,3779,3860,7847,7259,7552,7552.666666666667,3981.3333333333335,0.5271427310442228,-0.924,294.0005668928775,283.2142887167477
J22,3643,3134,4111,7704,9511,8398,8537.666666666666,3629.3333333333335,0.4250966306172647,-1.234,911.5603838108221,488.6433600626671
J23,4774,3165,3088,7383,7661,6244,7096,3675.6666666666665,0.5179913566328448,-0.949,750.8322049566068,951.9634096609666
J24,2901,2819,2729,3354,4248,4065,3889,2816.3333333333335,0.7241793091625954,-0.466,472.2721672933945,86.03100216394863
K01,5455,6611,5572,14258,11749,10926,12311,5879.333333333333,0.4775674870711829,-1.066,1735.6379230703621,636.3366509429842
K02,6410,6754,6632,12586,10987,11629,11734,6598.666666666667,0.5623544116811545,-0.83,804.654584278248,174.4056574005939
K03,3489,3291,3654,4629,4625,4277,4510.333333333333,3478,0.7711181730840293,-0.375,202.0824914071809,181.74982806044136
K04,4314,3940,4282,4890,4394,3707,4330.333333333333,4178.666666666667,0.9649757524439998,-0.051,594.0642501727682,207.3097521423759
K05,6342,6837,6712,11911,12529,13447,12629,6630.333333333333,0.5250085781402591,-0.93,772.8673883662061,257.4069411133533
K06,7337,6311,6045,12910,13026,11929,12621.666666666666,6564.333333333333,0.5200845107619173,-0.943,602.6643620899889,682.2384724810917
K07,6969,5621,5653,12837,12025,13581,12814.333333333334,6081,0.4745467315245948,-1.075,778.247604129517,769.1969838734419
K08,6172,5462,6221,13730,13171,12904,13268.333333333334,5951.666666666667,0.448561738475066,-1.157,421.5143334850351,424.77091865302333
K09,6364,5067,6519,13829,13148,12096,13024.333333333334,5983.333333333333,0.4593965142169784,-1.122,873.0935421438721,797.3432970391947
K10,3454,3028,3227,5045,4191,4773,4669.666666666667,3236.3333333333335,0.6930544649867942,-0.529,436.2766706269467,213.1533094590214
K11,3908,3648,4272,4656,4447,4778,4627,3942.6666666666665,0.8520999927959081,-0.231,167.39474304768356,313.4411162137688
K12,5078,4800,6468,15719,12187,12358,13421.333333333334,5448.666666666667,0.4059705940790781,-1.301,1991.6737517307731,893.6449705186806
K13,5771,6379,6800,14658,12180,11870,12902.666666666666,6316.666666666667,0.48956288105817924,-1.03,1528.044938257162,517.3242052459302
K14,6003,5721,6516,12347,11296,12275,11972.666666666666,6080,0.50782337546634,-0.978,587.115264094993,403.0545868737881
K15,7133,5780,7418,13420,12203,11342,12321.666666666666,6777,0.5500067631543352,-0.862,1044.0700806618938,875.1074219774393
K16,6749,4787,7293,12697,12246,12451,12464.666666666666,6276.333333333333,0.5035299780713484,-0.99,225.8103924387302,1318.1689320164292
K17,7400,5276,7519,13563,11987,11417,12322.333333333334,6731.666666666667,0.5462980496118159,-0.872,1111.6048458572557,1262.0476747466132
K18,6229,5281,7760,12085,12278,13547,12636.666666666666,6423.333333333333,0.5083091532577156,-0.976,794.2558361972126,1250.8734281826173
K19,5878,6987,7213,14001,13018,12115,13044.666666666666,6692.666666666667,0.5130576991874074,-0.963,943.2827430486224,714.5140539788796
K20,7963,5912,6266,14280,11971,12847,13032.666666666666,6713.666666666667,0.5151414394598189,-0.957,1165.6433130822368,1096.3367791574508
K21,7294,6168,6869,12993,12358,12544,12631.666666666666,6777,0.5365087742446233,-0.898,326.45111936296576,568.6097079719973
K22,7249,6442,6425,11411,13084,11988,12161,6705.333333333333,0.551380094838692,-0.859,849.8111554927954,470.9058646198127
K23,5962,6974,7066,13067,13471,13540,13359.333333333334,6667.333333333333,0.4990768002395329,-1.003,255.507990742625,612.5661869001042
K24,4767,5337,6521,11937,13885,9743,11855,5541.666666666667,0.4674539575425278,-1.097,2072.217170086186,894.7319896669244
L01,2811,2117,2958,5444,6709,6054,6069,2628.6666666666665,0.43313011479101443,-1.207,632.6333851449826,449.1707173595952
L02,2655,3039,2645,3237,2836,2541,2871.3333333333335,2779.6666666666665,0.9680752263756675,-0.047,349.3427161589795,224.64490497968865
L03,7145,4469,6123,10386,11205,11561,11050.666666666666,5912.333333333333,0.5350205115830116,-0.902,602.5116873001995,1350.381180753543
L04,4876,6478,5856,11761,14092,10994,12282.333333333334,5736.666666666667,0.4670665183054251,-1.098,1613.4566412932618,807.6393584597852
L05,6667,5618,6471,11858,12433,12734,12341.666666666666,6252,0.5065766374071573,-0.981,445.08463614613044,557.7373934030244
L06,5872,5031,5818,10517,10548,9569,10211.333333333334,5573.666666666667,0.5458314291310309,-0.873,556.4928870464862,470.73807295919175
L07,3618,3424,4441,7647,8399,7522,7856,3827.6666666666665,0.4872284453496266,-1.037,474.386972839685,539.9466022981655
L08,4132,2755,3436,7371,8733,7664,7922.666666666667,3441,0.43432346011443956,-1.203,716.8977146938978,688.5136164230886
L09,6677,5068,5055,10973,9413,11119,10501.666666666666,5600,0.5332486906840185,-0.907,945.634883733322,932.7320086713011
L10,5718,3581,3580,9087,10131,9783,9667,4293,0.4440881348919003,-1.171,531.5787806148775,1234.0863016823419
L11,3744,3202,3322,3823,3771,4187,3927,3422.6666666666665,0.8715728715728716,-0.198,226.66274506411503,284.67759541863023
L12,6588,4748,4907,11215,10792,10818,10941.666666666666,5414.333333333333,0.4948362528560548,-1.015,237.07031305782118,1019.5294666331785
L13,2558,2981,2605,2608,3192,2988,2929.3333333333335,2714.6666666666665,0.9267182521620391,-0.11,296.38713422369284,231.84549452886364
L14,2503,2565,2744,3425,2962,3002,3129.6666666666665,2604,0.8320374906805837,-0.265,256.5469417734956,125.14391715141412
L15,6531,5473,5942,12805,11854,12619,12426,5982,0.48140994688556255,-1.055,504.020832902768,530.1330021796417
L16,3541,3169,2791,4406,4293,4631,4443.333333333333,3167,0.7127531882970743,-0.489,172.06491023254372,375.0039999786669
L17,6298,5201,6338,12046,13294,12339,12559.666666666666,5945.666666666667,0.4733936675601795,-1.079,652.6073347222917,645.2103016329895
L18,6768,5536,6499,12560,14112,12209,12960.333333333334,6267.666666666667,0.4836038167742599,-1.048,1012.6955778185927,647.7594718206236
L19,5699,5414,5955,12806,13626,12036,12822.666666666666,5689.333333333333,0.4436934594988042,-1.172,795.1310164578749,270.6295130493593
L20,5547,5214,5873,11170,13838,11463,12157,5544.666666666667,0.45608839900194675,-1.133,1463.1414832476044,329.50619619869565
L21,2955,2708,3152,4746,6149,6673,5856,2938.3333333333335,0.5017645719489982,-0.995,996.3528491453216,222.46872439363997
L22,6551,5111,5551,11747,12074,12282,12034.333333333334,5737.666666666667,0.47677478325900896,-1.069,269.6967432753561,737.9250187744914
L23,2462,2734,3022,3618,4324,4305,4082.3333333333335,2739.3333333333335,0.6710214746468524,-0.576,402.23666333805693,280.03809264693496
L24,3473,2665,3133,7453,8057,7017,7509,3090.3333333333335,0.4115505837439517,-1.281,522.2566418917045,405.686249869691
M01,6991,5984,5764,14063,12676,12078,12939,6246.333333333333,0.48275240229796224,-1.051,1018.2990719822934,654.2142870140741
M02,6093,4990,6376,13636,10345,12174,12051.666666666666,5819.666666666667,0.48289309915640993,-1.05,1648.9070117302956,732.3130022970597
M03,3634,3565,3459,4977,3995,4554,4508.666666666667,3552.6666666666665,0.7879639213366848,-0.344,492.5670851095649,88.14949423186349
M04,3931,3742,4047,4105,4163,4525,4264.333333333333,3906.6666666666665,0.9161260064097554,-0.126,227.59906268113966,153.9491257959373
M05,7581,6509,7434,13076,12760,14080,13305.333333333334,7174.666666666667,0.5392323880148312,-0.891,689.2353250765179,581.1508696830224
M06,6095,5312,6563,12470,14163,13801,13478,5990,0.4444279566701291,-1.17,891.5206110909608,632.0751537594244
M07,6986,6038,6771,13649,13031,13309,13329.666666666666,6598.333333333333,0.4950111280602166,-1.014,309.5179047055813,497.02749756259294
M08,7600,4391,5679,13229,11007,12785,12340.333333333334,5890,0.47729666945787524,-1.067,1175.8474957805256,1614.8718215387871
M09,7831,6057,7434,9247,12703,11671,11207,7107.333333333333,0.6341869664792837,-0.657,1774.107099360126,931.0221980883879
M10,3536,3622,3243,4564,4301,4603,4489.333333333333,3467,0.7722750222750223,-0.373,164.26300050021408,198.69826370655582
M11,3935,3565,3643,4687,4757,4120,4521.333333333333,3714.3333333333335,0.8215128280743145,-0.284,349.32267795454294,195.04187584550488
M12,6475,6001,6432,11258,10806,12205,11423,6302.666666666667,0.5517523125857189,-0.858,713.9460763951295,262.1341895543832
M13,5927,5833,7309,13189,13098,11904,12730.333333333334,6356.333333333333,0.4993061192427535,-1.002,717.0706613251816,826.3711837505791
M14,6589,4505,6257,12680,11392,13576,12549.333333333334,5783.666666666667,0.460874415639609,-1.118,1097.847591122435,1119.7309200577313
M15,7307,6081,7801,13202,13374,13080,13218.666666666666,7063,0.5343201533185394,-0.904,147.7069170124857,885.5800359086693
M16,6066,4991,7243,13550,11704,14513,13255.666666666666,6100,0.4601805517137325,-1.12,1427.4432855050086,1126.3849253252638
M17,7648,6823,7117,13118,12974,14474,13522,7196,0.5321697973672533,-0.91,827.5941034106031,418.13514561682086
M18,6718,5174,6255,11641,12452,13666,12586.333333333334,6049,0.48060065150030457,-1.057,1019.1615835250725,792.3452530305208
M19,7215,6763,7667,13966,12864,13832,13554,7215,0.5323151837096061,-0.91,601.3019208351159,452
M20,6729,4707,6654,12186,14080,12734,13000,6030,0.46384615384615385,-1.108,974.6158217472155,1146.3651250801379
M21,8546,6109,6798,10995,11995,14019,12336.333333333334,7151,0.579669810046205,-0.787,1540.6249814063556,1256.2639053956775
M22,7159,6109,6495,14935,11687,11993,12871.666666666666,6587.666666666667,0.5117959342224525,-0.966,1793.4372956235,531.0982332236978
M23,6936,6378,7709,12491,13896,10685,12357.333333333334,7007.666666666667,0.5670856711264566,-0.818,1609.6677711047498,668.3878614497224
M24,5769,5286,5507,13062,12163,10550,11925,5520.666666666667,0.4629489867225717,-1.111,1272.7996700188132,241.78985366084603
N01,6297,4431,5815,10250,11727,12075,11350.666666666666,5514.333333333333,0.4858158111124163,-1.042,968.9563113646216,968.6533607711963
N02,7935,5559,6755,12477,12257,13041,12591.666666666666,6749.666666666667,0.5360423560555924,-0.9,404.38265706300183,1188.008978641716
N03,6654,4751,5367,11837,13388,12284,12503,5590.666666666667,0.447146018288944,-1.161,798.3551841129361,971.0161344351253
N04,6867,3596,5238,11896,10124,11020,11013.333333333334,5233.666666666667,0.47521186440677965,-1.073,886.0188109365023,1635.5043055074277
N05,4656,4074,5298,8639,11020,9804,9821,4676,0.47612259444048466,-1.071,1190.5910296991156,612.2450489795732
N06,6612,4743,6595,11606,13124,13029,12586.333333333334,5983.333333333333,0.4753833523133557,-1.073,850.321311818852,1074.1938062255495
N07,7372,5108,7975,10774,10920,11686,11126.666666666666,6818.333333333333,0.6127920910724985,-0.707,489.8666485211392,1511.5661855616293
N08,5491,4726,6016,12678,11263,11656,11865.666666666666,5411,0.4560215748518134,-1.133,730.4288694550164,648.7102588983776
N09,7046,5235,6268,12532,14215,12410,13052.333333333334,6183,0.47370840462752506,-1.078,1008.7449297683401,908.4872040926058
N10,8773,5369,6612,12247,13075,12594,12638.666666666666,6918,0.5473678658086296,-0.869,415.80323872395866,1722.5071843101264
N11,7281,5887,6735,13715,12527,12216,12819.333333333334,6634.333333333333,0.5175256123563368,-0.95,791.1032381006498,702.4310167791093
N12,5733,6291,5657,9707,11170,10575,10484,5893.666666666667,0.5621582093348595,-0.831,735.7329678626614,346.19262460851667
N13,3582,3624,3635,5188,5945,5162,5431.666666666667,3613.6666666666665,0.6652961030991101,-0.588,444.7497423645497,27.970222261064237
N14,6946,5669,7258,12905,12940,12772,12872.333333333334,6624.333333333333,0.5146179143900355,-0.958,88.6359595950387,841.9218095128153
N15,5872,5232,6468,13092,12975,11351,12472.666666666666,5857.333333333333,0.4696135549735421,-1.09,973.1517524689217,618.1305148051933
N16,6616,3362,4133,12310,12322,11226,11952.666666666666,4703.666666666667,0.39352445758268734,-1.345,629.340395440602,1700.4041676417207
N17,5649,3383,3832,9392,11342,12306,11013.333333333334,4288,0.3893462469733656,-1.361,1484.542129187762,1199.8504073425154
N18,3096,2784,2824,2773,2769,2955,2832.3333333333335,2901.3333333333335,1.0243615393668353,0.035,106.2512745021599,169.76846978556804
N19,6137,4389,6133,11931,11313,10980,11408,5553,0.48676367461430575,-1.039,482.5650215255971,1008.0555540246778
N20,5648,5798,5827,11694,12641,12506,12280.333333333334,5757.666666666667,0.46885263700768165,-1.093,512.2463600000817,96.07462377409205
N21,4878,5192,5032,6795,9425,9453,8557.666666666666,5034,0.5882444591594282,-0.766,1526.578308942366,157.00955384943936
N22,2474,3573,2609,4394,6068,6616,5692.666666666667,2885.3333333333335,0.5068509193113948,-0.98,1157.5738997287963,599.3499256138548
N23,5943,4807,6163,14077,10211,11636,11974.666666666666,5637.666666666667,0.47079946553835883,-1.087,1955.1241222319707,727.7398802685842
N24,6438,5336,6302,13275,13350,12223,12949.333333333334,6025.333333333333,0.46530065897858314,-1.104,630.139931549599,600.8405223795523
O01,6590,5470,5094,14272,11759,13592,13207.666666666666,5718,0.4329303687252354,-1.208,1299.8370410683538,778.2236182486369
O02,5756,5222,5002,13031,11735,11434,12066.666666666666,5326.666666666667,0.4414364640883978,-1.18,848.5896142030807,387.7439017358408
O03,6363,5563,5892,12598,11533,11519,11883.333333333334,5939.333333333333,0.4998036465638148,-1.001,618.9590724218632,402.0949307481174
O04,5304,5428,6624,12507,11533,13074,12371.333333333334,5785.333333333333,0.4676402435738535,-1.097,779.4063980577356,728.948100575983
O05,6335,5832,6604,11320,13226,11654,12066.666666666666,6257,0.51853591160221,-0.947,1017.8061374020759,391.86604854210066
O06,5298,5129,5523,12886,14140,12148,13058,5316.666666666667,0.407157808750702,-1.296,1007.076958330395,197.6621697071378
O07,7569,4972,6513,13216,11832,12691,12579.666666666666,6351.333333333333,0.5048888417817112,-0.986,698.6847166879588,1306.0261610447676
O08,6301,4506,6512,13061,11240,11716,12005.666666666666,5773,0.4808562623205709,-1.056,944.4259279230603,1102.3143834678017
O09,6735,5235,7184,11196,10511,11852,11186.333333333334,6384.666666666667,0.5707559820018475,-0.809,670.5522599569204,1020.6372192573291
O10,5456,5169,5901,10687,11412,11621,11240,5508.666666666667,0.4900948991696323,-1.029,490.1805789706483,368.8310362934949
O11,6504,5921,7182,11558,13419,11763,12246.666666666666,6535.666666666667,0.5336690255851932,-0.906,1020.4314447003941,631.0961363638137
O12,5619,4396,5187,12305,12161,11238,11901.333333333334,5067.333333333333,0.42577862424378216,-1.232,578.9579719922106,620.2195847708563
O13,7447,5816,6528,12705,13485,12971,13053.666666666666,6597,0.5053752457802406,-0.985,396.5164981855526,817.6863701933645
O14,4637,4758,5849,12965,13976,12102,13014.333333333334,5081.333333333333,0.39044130830110385,-1.357,937.9735248573562,667.5659767643444
O15,6719,5413,6270,12827,13121,12225,12724.333333333334,6134,0.48206847771985434,-1.053,456.73770736970397,663.5367359837735
O16,5733,4585,6528,12721,12264,13280,12755,5615.333333333333,0.4402456552985757,-1.184,508.85263092569346,976.829736102118
O17,6563,6443,6681,13284,12481,13294,13019.666666666666,6562.333333333333,0.5040323612995724,-0.988,466.5258120761737,119.0014005519823
O18,6794,4682,6626,10472,11847,11986,11435,6034,0.5276781810231744,-0.922,836.8733476458669,1173.8756322541158
O19,6879,5646,5989,12757,13180,14961,13632.666666666666,6171.333333333333,0.45268717296689326,-1.143,1169.6513725607872,636.401078985048
O20,5459,4368,5657,12664,11675,12423,12254,5161.333333333333,0.42119580001088075,-1.247,515.7043726787664,694.1428767432058
O21,5901,5886,7223,13475,12831,13432,13246,6336.666666666667,0.47838341134430523,-1.064,360.0430529811678,767.6238228021153
O22,6016,4324,6420,14029,13913,14025,13989,5586.666666666667,0.3993614030071247,-1.324,65.84831053261732,1112.002398078949
O23,6576,5894,6484,12559,12297,11277,12044.333333333334,6318,0.5245620347051172,-0.931,677.3192255748638,370.06485918011725
O24,4302,4278,4689,12586,10709,10782,11359,4423,0.38938286821022977,-1.361,1063.2398600504027,230.67509618508888
P01,4475,4092,4357,9065,9034,9626,9241.666666666666,4308,0.4661496844003607,-1.101,333.20314124169556,196.14535426565678
P02,5504,4650,5386,10588,10747,11136,10823.666666666666,5180,0.4785808875612085,-1.063,281.9296602582519,462.76992123516413
P03,4748,4735,3897,9737,11217,9938,10297.333333333334,4460,0.4331218438430661,-1.207,802.7704113464406,487.6156273131533
P04,4642,3871,3765,11069,12825,9819,11237.666666666666,4092.6666666666665,0.36419185477412275,-1.457,1510.0812340180025,478.67978162163206
P05,5119,3671,3855,11036,12791,11871,11899.333333333334,4215,0.354221525015407,-1.497,877.8430003897812,788.2740640158091
P06,4610,4110,3299,10543,12212,10363,11039.333333333334,4006.3333333333335,0.3629144271997101,-1.462,1019.5392750322733,661.6194777463352
P07,4942,4296,5147,11617,13236,11584,12145.666666666666,4795,0.39479100913906195,-1.341,944.4005153182273,444.136240358744
P08,5300,4862,6055,12794,12775,12546,12705,5405.666666666667,0.42547553456644366,-1.233,138.02535998866296,603.4785276489407
P09,5176,4194,5550,11975,12420,13500,12631.666666666666,4973.333333333333,0.3937194880591107,-1.345,784.2246701891834,700.3494365910016
P10,5357,4780,5700,12587,12169,13079,12611.666666666666,5279,0.4185806792652306,-1.256,455.5011891678586,464.93332855367555
P11,4971,4289,4493,12831,12925,11151,12302.333333333334,4584.333333333333,0.372639336711193,-1.424,998.1910304813069,350.0533292704603
P12,5056,3754,5584,12705,12749,13110,12854.666666666666,4798,0.3732496628980396,-1.422,222.21686104644115,941.8853433406849
P13,5001,4074,4639,11997,11381,10644,11340.666666666666,4571.333333333333,0.40309211686555757,-1.311,677.4011613020259,467.18982580246046
P14,3110,2870,2955,6485,5640,6113,6079.333333333333,2978.3333333333335,0.489911174470885,-1.029,423.50482090919974,121.68949557514541
P15,5095,4016,4986,12309,11196,12128,11877.666666666666,4699,0.39561642297869953,-1.338,597.2372504569129,594.0008417502453
P16,5915,5074,6105,11794,11663,11772,11743,5698,0.4852252405688495,-1.043,70.14983962918234,548.6866136511807
P17,5016,3909,6122,12572,11377,12837,12262,5015.666666666667,0.40904148317294625,-1.29,777.8013885305169,1106.5000376562728
P18,5994,4092,5191,11382,9515,13544,11480.333333333334,5092.333333333333,0.44357016346795963,-1.173,2016.299167617081,954.8310496278037
P19,5150,4272,4529,12750,10221,10998,11323,4650.333333333333,0.41069798934322466,-1.284,1295.4454832218914,451.400413528093
P20,5505,4696,5682,11982,11642,11808,11810.666666666666,5294.333333333333,0.4482671031835629,-1.158,170.01568555087303,525.6751214707933
P21,4660,3749,4596,10349,10189,10367,10301.666666666666,4335,0.4208056948713801,-1.249,97.98639361326313,508.4987708933031
P22,5517,6780,7125,12502,13545,11286,12444.333333333334,6474,0.5202367878284627,-0.943,1130.6035261458073,846.5476950532675
P23,4531,4448,5044,10860,11988,11160,11336,4674.333333333333,0.41234415431663135,-1.278,584.2328302997016,322.81935092762535
P24,4296,4724,4377,9999,9980,9669,9882.666666666666,4465.666666666667,0.4518685914732866,-1.146,185.28446597956705,227.3594804122611
