,,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Sample,Signal,
4,D12,-,84385,
4,D13,-,100456,
4,D14,-,71304,
4,D15,-,133930,
4,D16,-,44678,
4,D17,-,48110,
4,D18,-,92330,
4,D19,-,91960,
4,D20,-,57735,
4,D21,-,90762,
4,D22,-,58768,
4,D23,-,95071,
4,D24,-,146715,
4,E01,-,209286,
4,E02,-,162406,
4,E03,-,163628,
4,E04,-,168389,
4,E05,-,138878,
4,E06,-,92853,
4,E07,-,144771,
4,E08,-,164508,
4,E09,-,142871,
4,E10,-,145702,
4,E11,-,146311,
4,E12,-,199095,
4,E13,-,133754,
4,E14,-,126925,
4,E15,-,100621,
4,E16,-,96661,
4,E17,-,102271,
4,E18,-,125318,
4,E19,-,115941,
4,E20,-,101123,
4,E21,-,139548,
4,E22,-,110231,
4,E23,-,156139,
4,E24,-,313541,
4,F01,-,117220,
4,F02,-,147539,
4,F03,-,241954,
4,F04,-,128109,
4,F05,-,115578,
4,F06,-,156395,
4,F07,-,108253,
4,F08,-,104854,
4,F09,-,44708,
4,F10,-,57459,
4,F11,-,138085,
4,F12,-,117779,
4,F13,-,114951,
4,F14,-,38894,
4,F15,-,116909,
4,F16,-,105753,
4,F17,-,121409,
4,F18,-,107209,
4,F19,-,108909,
4,F20,-,87559,
4,F21,-,110532,
4,F22,-,52287,
4,F23,-,188994,
4,F24,-,238305,
4,G01,-,230136,
4,G02,-,156882,
4,G03,-,124528,
4,G04,-,108381,
4,G05,-,106260,
4,G06,-,85755,
4,G07,-,115819,
4,G08,-,104582,
4,G09,-,117811,
4,G10,-,102047,
4,G11,-,145125,
4,G12,-,111268,
4,G13,-,132637,
4,G14,-,91734,
4,G15,-,94465,
4,G16,-,118012,
4,G17,-,107856,
4,G18,-,91969,
4,G19,-,81317,
4,G20,-,118988,
4,G21,-,128839,
4,G22,-,111346,
4,G23,-,152131,
4,G24,-,143960,
4,H01,-,153618,
4,H02,-,52578,
4,H03,-,116051,
4,H04,-,101245,
4,H05,-,72871,
4,H06,-,91232,
4,H07,-,63802,
4,H08,-,121688,
4,H09,-,74502,
4,H10,-,101769,
4,H11,-,78866,
4,H12,-,132702,
4,H13,-,51309,
4,H14,-,55823,
4,H15,-,94604,
4,H16,-,56941,
4,H17,-,75663,
4,H18,-,90011,
4,H19,-,70115,
4,H20,-,79391,
4,H21,-,50403,
4,H22,-,50076,
4,H23,-,54216,
4,H24,-,105919,
4,I01,-,210734,
4,I02,-,206797,
4,I03,-,181361,
4,I04,-,144682,
4,I05,-,158750,
4,I06,-,101290,
4,I07,-,173292,
4,I08,-,231118,
4,I09,-,166417,
4,I10,-,203066,
4,I11,-,171242,
4,I12,-,176255,
4,I13,-,181860,
4,I14,-,139221,
4,I15,-,204767,
4,I16,-,131711,
4,I17,-,168038,
4,I18,-,171381,
4,I19,-,106807,
4,I20,-,141496,
4,I21,-,148977,
4,I22,-,143864,
4,I23,-,125788,
4,I24,-,222515,
4,J01,-,100772,
4,J02,-,140333,
4,J03,-,177646,
4,J04,-,163530,
4,J05,-,101651,
4,J06,-,162278,
4,J07,-,138282,
4,J08,-,71250,
4,J09,-,89824,
4,J10,-,117296,
4,J11,-,159349,
4,J12,-,184035,
4,J13,-,76674,
4,J14,-,167434,
4,J15,-,230785,
4,J16,-,121912,
4,J17,-,107171,
4,J18,-,105410,
4,J19,-,119055,
4,J20,-,104139,
4,J21,-,80183,
4,J22,-,62115,
4,J23,-,74841,
4,J24,-,93468,
4,K01,-,195466,
4,K02,-,160700,
4,K03,-,130607,
4,K04,-,136851,
4,K05,-,123631,
4,K06,-,104300,
4,K07,-,141958,
4,K08,-,142959,
4,K09,-,123962,
4,K10,-,112790,
4,K11,-,126138,
4,K12,-,125611,
4,K13,-,142587,
4,K14,-,142137,
4,K15,-,154334,
4,K16,-,157665,
4,K17,-,151051,
4,K18,-,160312,
4,K19,-,148797,
4,K20,-,101220,
4,K21,-,116111,
4,K22,-,127875,
4,K23,-,153305,
4,K24,-,281744,
4,L01,-,136758,
4,L02,-,49020,
4,L03,-,147087,
4,L04,-,96452,
4,L05,-,89798,
4,L06,-,113155,
4,L07,-,104529,
4,L08,-,90023,
4,L09,-,108902,
4,L10,-,105909,
4,L11,-,48745,
4,L12,-,109461,
4,L13,-,38225,
4,L14,-,65227,
4,L15,-,98702,
4,L16,-,52328,
4,L17,-,103307,
4,L18,-,88991,
4,L19,-,95767,
4,L20,-,74655,
4,L21,-,70207,
4,L22,-,65620,
4,L23,-,51175,
4,L24,-,114977,
4,M01,-,243621,
4,M02,-,129461,
4,M03,-,160708,
4,M04,-,126766,
4,M05,-,125572,
4,M06,-,121628,
4,M07,-,145735,
4,M08,-,119030,
4,M09,-,173059,
4,M10,-,97414,
4,M11,-,205699,
4,M12,-,180207,
4,M13,-,150581,
4,M14,-,132041,
4,M15,-,160483,
4,M16,-,104305,
4,M17,-,136981,
4,M18,-,153594,
4,M19,-,139411,
4,M20,-,113264,
4,M21,-,155752,
4,M22,-,145973,
4,M23,-,161385,
4,M24,-,263439,
4,N01,-,261752,
4,N02,-,120625,
4,N03,-,128461,
4,N04,-,122003,
4,N05,-,82002,
4,N06,-,141381,
4,N07,-,142908,
4,N08,-,118605,
4,N09,-,115503,
4,N10,-,102765,
4,N11,-,131028,
4,N12,-,149319,
4,N13,-,106951,
4,N14,-,143418,
4,N15,-,72891,
4,N16,-,86676,
4,N17,-,72010,
4,N18,-,40274,
4,N19,-,76620,
4,N20,-,85542,
4,N21,-,101863,
4,N22,-,42028,
4,N23,-,155644,
4,N24,-,156486,
4,O01,-,246215,
4,O02,-,205057,
4,O03,-,163681,
4,O04,-,147916,
4,O05,-,178573,
4,O06,-,131374,
4,O07,-,154364,
4,O08,-,155131,
4,O09,-,120603,
4,O10,-,166793,
4,O11,-,156351,
4,O12,-,204302,
4,O13,-,172357,
4,O14,-,149374,
4,O15,-,159441,
4,O16,-,137089,
4,O17,-,161620,
4,O18,-,139563,
4,O19,-,173366,
4,O20,-,125884,
4,O21,-,157920,
4,O22,-,179472,
4,O23,-,213399,
4,O24,-,227670,
4,P01,-,260999,
4,P02,-,253528,
4,P03,-,151113,
4,P04,-,194420,
4,P05,-,208676,
4,P06,-,124707,
4,P07,-,219238,
4,P08,-,174925,
4,P09,-,120706,
4,P10,-,148839,
4,P11,-,216330,
4,P12,-,169405,
4,P13,-,167890,
4,P14,-,100275,
4,P15,-,138600,
4,P16,-,140098,
4,P17,-,169733,
4,P18,-,140608,
4,P19,-,222994,
4,P20,-,195347,
4,P21,-,196558,
4,P22,-,203411,
4,P23,-,213253,
4,P24,-,231740,

,,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Sample,Signal,
5,A01,-,204988,
5,A02,-,227338,
5,A03,-,218731,
5,A04,-,180859,
5,A05,-,237256,
5,A06,-,208072,
5,A07,-,245928,
5,A08,-,208485,
5,A09,-,212267,
5,A10,-,300608,
5,A11,-,297171,
5,A12,-,185135,
5,A13,-,299971,
5,A14,-,249489,
5,A15,-,367139,
5,A16,-,192380,
5,A17,-,223974,
5,A18,-,203057,
5,A19,-,391632,
5,A20,-,233361,
5,A21,-,314039,
5,A22,-,204376,
5,A23,-,434442,
5,A24,-,336574,
5,B01,-,246155,
5,B02,-,106611,
5,B03,-,197003,
5,B04,-,128754,
5,B05,-,139037,
5,B06,-,133255,
5,B07,-,153202,
5,B08,-,152453,
5,B09,-,145821,
5,B10,-,94686,
5,B11,-,135557,
5,B12,-,101605,
5,B13,-,129757,
5,B14,-,110094,
5,B15,-,134580,
5,B16,-,125862,
5,B17,-,170795,
5,B18,-,98763,
5,B19,-,117448,
5,B20,-,100650,
5,B21,-,118257,
5,B22,-,133801,
5,B23,-,172763,
5,B24,-,279814,
5,C01,-,306725,
5,C02,-,117580,
5,C03,-,119119,
5,C04,-,104550,
5,C05,-,111678,
5,C06,-,93509,
5,C07,-,106141,
5,C08,-,86619,
5,C09,-,103636,
5,C10,-,128588,
5,C11,-,108811,
5,C12,-,126821,
5,C13,-,110450,
5,C14,-,87038,
5,C15,-,145614,
5,C16,-,102847,
5,C17,-,118384,
5,C18,-,91454,
5,C19,-,105004,
5,C20,-,121613,
5,C21,-,105158,
5,C22,-,96435,
5,C23,-,149105,
5,C24,-,336172,
5,D01,-,217314,
5,D02,-,137490,
5,D03,-,161549,
5,D04,-,135824,
5,D05,-,138724,
5,D06,-,112094,
5,D07,-,137931,
5,D08,-,117660,
5,D09,-,116450,
5,D10,-,96654,
5,D11,-,108275,
5,D12,-,86665,
5,D13,-,109635,
5,D14,-,84656,
5,D15,-,121703,
5,D16,-,88052,
5,D17,-,185590,
5,D18,-,87609,
5,D19,-,110877,
5,D20,-,90592,
5,D21,-,104595,
5,D22,-,103740,
5,D23,-,126534,
5,D24,-,250818,
5,E01,-,128030,
5,E02,-,73926,
5,E03,-,93621,
5,E04,-,100027,
5,E05,-,112745,
5,E06,-,96116,
5,E07,-,106847,
5,E08,-,116192,
5,E09,-,124727,
5,E10,-,134056,
5,E11,-,100375,
5,E12,-,107148,
5,E13,-,126314,
5,E14,-,121947,
5,E15,-,167913,
5,E16,-,109665,
5,E17,-,112387,
5,E18,-,98567,
5,E19,-,100158,
5,E20,-,147717,
5,E21,-,98362,
5,E22,-,107634,
5,E23,-,125166,
5,E24,-,360250,
5,F01,-,124768,
5,F02,-,79018,
5,F03,-,137360,
5,F04,-,78951,
5,F05,-,173990,
5,F06,-,107548,
5,F07,-,270714,
5,F08,-,147390,
5,F09,-,126023,
5,F10,-,107020,
5,F11,-,133866,
5,F12,-,91087,
5,F13,-,111667,
5,F14,-,106252,
5,F15,-,136794,
5,F16,-,112079,
5,F17,-,149080,
5,F18,-,98550,
5,F19,-,125908,
5,F20,-,86254,
5,F21,-,109694,
5,F22,-,133303,
5,F23,-,191303,
5,F24,-,307470,
5,G01,-,229207,
5,G02,-,90726,
5,G03,-,106188,
5,G04,-,84696,
5,G05,-,104103,
5,G06,-,95606,
5,G07,-,91695,
5,G08,-,86397,
5,G09,-,111047,
5,G10,-,100416,
5,G11,-,103570,
5,G12,-,81426,
5,G13,-,134683,
5,G14,-,100430,
5,G15,-,140611,
5,G16,-,87366,
5,G17,-,104287,
5,G18,-,84159,
5,G19,-,96886,
5,G20,-,117430,
5,G21,-,86406,
5,G22,-,88989,
5,G23,-,115183,
5,G24,-,241697,
5,H01,-,141462,
5,H02,-,133465,
5,H03,-,147133,
5,H04,-,118642,
5,H05,-,132974,
5,H06,-,122331,
5,H07,-,163360,
5,H08,-,133619,
5,H09,-,100148,
5,H10,-,96710,
5,H11,-,114180,
5,H12,-,84635,
5,H13,-,94261,
5,H14,-,85837,
5,H15,-,110145,
5,H16,-,96826,
5,H17,-,122651,
5,H18,-,99263,
5,H19,-,99965,
5,H20,-,87894,
5,H21,-,115829,
5,H22,-,117054,
5,H23,-,157047,
5,H24,-,265481,
5,I01,-,330040,
5,I02,-,139930,
5,I03,-,186756,
5,I04,-,168195,
5,I05,-,131076,
5,I06,-,111092,
5,I07,-,129373,
5,I08,-,112613,
5,I09,-,154139,
5,I10,-,184039,
5,I11,-,193176,
5,I12,-,122126,
5,I13,-,149351,
5,I14,-,148192,
5,I15,-,156699,
5,I16,-,151855,
5,I17,-,146654,
5,I18,-,159356,
5,I19,-,169505,
5,I20,-,164376,
5,I21,-,145138,
5,I22,-,114408,
5,I23,-,127117,
5,I24,-,276809,
5,J01,-,313883,
5,J02,-,220525,
5,J03,-,130904,
5,J04,-,139581,
5,J05,-,162314,
5,J06,-,123093,
5,J07,-,163876,
5,J08,-,143031,
5,J09,-,191371,
5,J10,-,171002,
5,J11,-,216353,
5,J12,-,155657,
5,J13,-,155439,
5,J14,-,123040,
5,J15,-,265264,
5,J16,-,154105,
5,J17,-,180477,
5,J18,-,157106,
5,J19,-,124630,
5,J20,-,111019,
5,J21,-,153573,
5,J22,-,146892,
5,J23,-,202594,
5,J24,-,244490,
5,K01,-,142305,
5,K02,-,125051,
5,K03,-,112690,
5,K04,-,105747,
5,K05,-,139570,
5,K06,-,106415,
5,K07,-,132284,
5,K08,-,106090,
5,K09,-,116526,
5,K10,-,151539,
5,K11,-,111047,
5,K12,-,89257,
5,K13,-,164512,
5,K14,-,132956,
5,K15,-,153011,
5,K16,-,147555,
5,K17,-,135966,
5,K18,-,142896,
5,K19,-,103843,
5,K20,-,134433,
5,K21,-,132335,
5,K22,-,98883,
5,K23,-,124286,
5,K24,-,247263,
5,L01,-,168958,
5,L02,-,128568,
5,L03,-,127500,
5,L04,-,76114,
5,L05,-,155965,
5,L06,-,126849,
5,L07,-,189370,
5,L08,-,134414,
5,L09,-,141754,
5,L10,-,128640,
5,L11,-,170666,
5,L12,-,136465,
5,L13,-,119704,
5,L14,-,123799,
5,L15,-,122360,
5,L16,-,113869,
5,L17,-,147944,
5,L18,-,147932,
5,L19,-,113729,
5,L20,-,98403,
5,L21,-,150921,
5,L22,-,110368,
5,L23,-,166156,
5,L24,-,260897,
5,M01,-,305416,
5,M02,-,185173,
5,M03,-,125737,
5,M04,-,95737,
5,M05,-,205382,
5,M06,-,100445,
5,M07,-,119537,
5,M08,-,93961,
5,M09,-,113077,
5,M10,-,153172,
5,M11,-,108804,
5,M12,-,98404,
5,M13,-,167496,
5,M14,-,145624,
5,M15,-,147332,
5,M16,-,134419,
5,M17,-,157036,
5,M18,-,160907,
5,M19,-,162123,
5,M20,-,123717,
5,M21,-,154316,
5,M22,-,94276,
5,M23,-,167963,
5,M24,-,237461,
5,N01,-,228022,
5,N02,-,102197,
5,N03,-,147546,
5,N04,-,100412,
5,N05,-,125071,
5,N06,-,110062,
5,N07,-,165180,
5,N08,-,134354,
5,N09,-,145141,
5,N10,-,128469,
5,N11,-,157459,
5,N12,-,166745,
5,N13,-,108624,
5,N14,-,91359,
5,N15,-,124910,
5,N16,-,132664,
5,N17,-,148132,
5,N18,-,140297,
5,N19,-,137310,
5,N20,-,125816,
5,N21,-,140248,
5,N22,-,115399,
5,N23,-,215503,
5,N24,-,335321,
5,O01,-,159485,
5,O02,-,153959,
5,O03,-,120485,
5,O04,-,99767,
5,O05,-,121506,
5,O06,-,107746,
5,O07,-,151558,
5,O08,-,131615,
5,O09,-,105866,
5,O10,-,187408,
5,O11,-,144385,
5,O12,-,113555,
5,O13,-,146461,
5,O14,-,134998,
5,O15,-,161733,
5,O16,-,177053,
5,O17,-,152370,
5,O18,-,172855,
5,O19,-,187519,
5,O20,-,137768,
5,O21,-,191493,
5,O22,-,125748,
5,O23,-,252270,
5,O24,-,422320,
5,P01,-,321834,
5,P02,-,218013,
5,P03,-,219117,
5,P04,-,244096,
5,P05,-,208746,
5,P06,-,187268,
5,P07,-,286487,
5,P08,-,221418,
5,P09,-,209456,
5,P10,-,222403,
5,P11,-,265681,
5,P12,-,269829,
5,P13,-,204386,
5,P14,-,151017,
5,P15,-,179596,
5,P16,-,236830,
5,P17,-,240008,
5,P18,-,185140,
5,P19,-,254259,
5,P20,-,235597,
5,P21,-,251548,
5,P22,-,262720,
5,P23,-,331283,
5,P24,-,306287,

Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,,14.68,24.8,24.8,27.2,27.4,24.8,24.9,4/18/2022 1:48:43 PM,
2,1,,14.73,24.8,24.8,27.2,27.5,24.8,24.8,4/18/2022 1:49:50 PM,
3,1,,14.68,24.9,24.9,27.2,27.4,24.8,24.8,4/18/2022 1:50:59 PM,
4,1,,14.68,24.9,24.9,27.4,27.4,24.8,24.9,4/18/2022 1:52:18 PM,
5,1,,14.68,24.9,24.92,27.5,27.7,24.9,24.92,4/18/2022 1:53:27 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1400,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1524,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1381,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1345,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1488,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),


Basic assay information 
Assay ID: ,,,,23096
Assay Started: ,,,,4/18/2022 1:48:00 PM
Assay Finished: ,,,,4/18/2022 1:53:48 PM
Assay Exported: ,,,,4/18/2022 4:14:14 PM
Protocol ID: ,,,,100177
Protocol Name: ,,,,TRF-384 Alamar blue+BS+nbw
Serial#: ,,,,="1020141"



Protocol information
Protocol:
Protocol name,,,,TRF-384 Alamar blue+BS+nbw
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,Jaffe 384 General
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14.35 mm

Coordinates of corners:
Jaffe 384 General
12.13 mm x------------------------------------------------------ x 115.63 mm
8.99 mm                                                            8.99 mm

12.13 mm x------------------------------------------------------ x 115.63 mm
76.49 mm                                                           76.49 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
I,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
J,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
K,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
L,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
M,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
N,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
O,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
P,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate2
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,Yes
Place plate information at,,,,End of plate
Include protocol information,,,,Yes
Protocol info level,,,,Large
Include error and warning information,,,,Yes
Include background information,,,,Yes
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,new alamar blue(1)

Labels:
new alamar blue,,,,4000013
Top mirror,,,,General
Bottom mirror,,,,N/A
Exc. filter,,,,Photometric 530
Using of excitation filter,,,,Top
2nd exc. filter,,,,N/A
Using of 2nd excitation filter,,,,Top
Ems. filter,,,,Photometric 590
2nd ems. filter,,,,N/A
Measurement height,,,,6.5 mm
Number of flashes,,,,1
Number of flashes integrated,,,,1
PMT gain,,,,1
Excitation light,,,,0%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,256388
Last edited,,,,10/13/2006 11:04:00 AM
Last edited by,,,,EnVision
Factory preset,,,,No

Filters:
Photometric 530,,,,310
Filter type,,,,Excitation
Description,,,,P530 CWL=530nm BW=8nm Tmin=55%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Photometric 590,,,,314
Filter type,,,,Excitation
Description,,,,P590 CWL=590nm BW=8nm Tmin=40%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceAbsorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Mirror modules:
General,,,,401
Used by,,,,Top
Dual,,,,No
Bias,,,,No
Description,,,,BS50
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1020141
Nickname,,,,EnVision




Assay notifications:
INFO: Assay aborted at plate 5  plate repeat 1 and well P01. There may be missing results



Exported with EnVision Workstation version 1.13.3009.1409
