,,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Sample,Signal,
4,C17,-,178298,
4,C18,-,172998,
4,C19,-,180201,
4,C20,-,173253,
4,C21,-,182181,
4,C22,-,187493,
4,C23,-,206001,
4,C24,-,535777,
4,D01,-,152220,
4,D02,-,117191,
4,D03,-,133372,
4,D04,-,146779,
4,D05,-,104728,
4,D06,-,134528,
4,D07,-,112419,
4,D08,-,39679,
4,D09,-,61525,
4,D10,-,62190,
4,D11,-,58019,
4,D12,-,41981,
4,D13,-,70830,
4,D14,-,57636,
4,D15,-,70292,
4,D16,-,40953,
4,D17,-,64264,
4,D18,-,50263,
4,D19,-,48174,
4,D20,-,53229,
4,D21,-,47142,
4,D22,-,44255,
4,D23,-,65111,
4,D24,-,63595,
4,E01,-,227960,
4,E02,-,124207,
4,E03,-,117495,
4,E04,-,197757,
4,E05,-,115369,
4,E06,-,128912,
4,E07,-,140889,
4,E08,-,181097,
4,E09,-,161665,
4,E10,-,171030,
4,E11,-,262422,
4,E12,-,172842,
4,E13,-,165897,
4,E14,-,279120,
4,E15,-,240063,
4,E16,-,213166,
4,E17,-,201611,
4,E18,-,223589,
4,E19,-,164782,
4,E20,-,144565,
4,E21,-,200657,
4,E22,-,173187,
4,E23,-,201213,
4,E24,-,471190,
4,F01,-,153562,
4,F02,-,140510,
4,F03,-,161860,
4,F04,-,140922,
4,F05,-,136420,
4,F06,-,151403,
4,F07,-,147158,
4,F08,-,57042,
4,F09,-,41091,
4,F10,-,70911,
4,F11,-,59648,
4,F12,-,52377,
4,F13,-,79186,
4,F14,-,37224,
4,F15,-,55819,
4,F16,-,64874,
4,F17,-,48042,
4,F18,-,57400,
4,F19,-,64498,
4,F20,-,65088,
4,F21,-,88974,
4,F22,-,44626,
4,F23,-,63922,
4,F24,-,91661,
4,G01,-,288095,
4,G02,-,97890,
4,G03,-,99947,
4,G04,-,147155,
4,G05,-,139114,
4,G06,-,128113,
4,G07,-,108900,
4,G08,-,164807,
4,G09,-,146195,
4,G10,-,140561,
4,G11,-,206833,
4,G12,-,151049,
4,G13,-,175253,
4,G14,-,254732,
4,G15,-,194923,
4,G16,-,360651,
4,G17,-,189128,
4,G18,-,163389,
4,G19,-,157555,
4,G20,-,171559,
4,G21,-,203807,
4,G22,-,137297,
4,G23,-,176538,
4,G24,-,496253,
4,H01,-,146511,
4,H02,-,48091,
4,H03,-,101691,
4,H04,-,125919,
4,H05,-,115966,
4,H06,-,65258,
4,H07,-,94832,
4,H08,-,44810,
4,H09,-,46452,
4,H10,-,40008,
4,H11,-,51597,
4,H12,-,48349,
4,H13,-,55109,
4,H14,-,39791,
4,H15,-,43549,
4,H16,-,39997,
4,H17,-,55088,
4,H18,-,45476,
4,H19,-,51197,
4,H20,-,52713,
4,H21,-,56912,
4,H22,-,49110,
4,H23,-,43907,
4,H24,-,53770,
4,I01,-,398741,
4,I02,-,184147,
4,I03,-,204897,
4,I04,-,169225,
4,I05,-,140139,
4,I06,-,73177,
4,I07,-,236101,
4,I08,-,171184,
4,I09,-,174657,
4,I10,-,331706,
4,I11,-,278872,
4,I12,-,265367,
4,I13,-,180947,
4,I14,-,289015,
4,I15,-,197545,
4,I16,-,257126,
4,I17,-,294461,
4,I18,-,247934,
4,I19,-,179417,
4,I20,-,216752,
4,I21,-,200969,
4,I22,-,188442,
4,I23,-,308672,
4,I24,-,266365,
4,J01,-,85970,
4,J02,-,148351,
4,J03,-,170561,
4,J04,-,159189,
4,J05,-,118655,
4,J06,-,119238,
4,J07,-,114979,
4,J08,-,73809,
4,J09,-,50481,
4,J10,-,59352,
4,J11,-,115287,
4,J12,-,71045,
4,J13,-,123358,
4,J14,-,86722,
4,J15,-,142533,
4,J16,-,102706,
4,J17,-,137869,
4,J18,-,65303,
4,J19,-,57132,
4,J20,-,78910,
4,J21,-,61538,
4,J22,-,61357,
4,J23,-,81092,
4,J24,-,66612,
4,K01,-,259049,
4,K02,-,121906,
4,K03,-,165492,
4,K04,-,146398,
4,K05,-,136343,
4,K06,-,98238,
4,K07,-,266279,
4,K08,-,166457,
4,K09,-,170722,
4,K10,-,242724,
4,K11,-,232569,
4,K12,-,227600,
4,K13,-,208885,
4,K14,-,292195,
4,K15,-,243958,
4,K16,-,267965,
4,K17,-,245175,
4,K18,-,264635,
4,K19,-,239884,
4,K20,-,244363,
4,K21,-,261868,
4,K22,-,185692,
4,K23,-,379255,
4,K24,-,334925,
4,L01,-,183953,
4,L02,-,98012,
4,L03,-,130049,
4,L04,-,142299,
4,L05,-,98552,
4,L06,-,105267,
4,L07,-,121125,
4,L08,-,60606,
4,L09,-,64964,
4,L10,-,44272,
4,L11,-,45227,
4,L12,-,53586,
4,L13,-,36029,
4,L14,-,39892,
4,L15,-,69531,
4,L16,-,39550,
4,L17,-,57039,
4,L18,-,70321,
4,L19,-,66989,
4,L20,-,65312,
4,L21,-,53658,
4,L22,-,55296,
4,L23,-,51077,
4,L24,-,67016,
4,M01,-,243949,
4,M02,-,150569,
4,M03,-,161952,
4,M04,-,131394,
4,M05,-,142657,
4,M06,-,115421,
4,M07,-,218420,
4,M08,-,172328,
4,M09,-,175931,
4,M10,-,327481,
4,M11,-,234992,
4,M12,-,264239,
4,M13,-,178330,
4,M14,-,198076,
4,M15,-,142959,
4,M16,-,223390,
4,M17,-,233482,
4,M18,-,237878,
4,M19,-,198040,
4,M20,-,268635,
4,M21,-,183906,
4,M22,-,207737,
4,M23,-,262939,
4,M24,-,346350,
4,N01,-,357252,
4,N02,-,138843,
4,N03,-,140601,
4,N04,-,144707,
4,N05,-,108410,
4,N06,-,96307,
4,N07,-,115071,
4,N08,-,59282,
4,N09,-,63037,
4,N10,-,65357,
4,N11,-,43630,
4,N12,-,58008,
4,N13,-,49430,
4,N14,-,77607,
4,N15,-,107090,
4,N16,-,44947,
4,N17,-,65168,
4,N18,-,39668,
4,N19,-,69907,
4,N20,-,70009,
4,N21,-,46086,
4,N22,-,37692,
4,N23,-,71622,
4,N24,-,89213,
4,O01,-,284594,
4,O02,-,232288,
4,O03,-,197802,
4,O04,-,134170,
4,O05,-,97434,
4,O06,-,163983,
4,O07,-,195803,
4,O08,-,327205,
4,O09,-,296363,
4,O10,-,362304,
4,O11,-,244373,
4,O12,-,200691,
4,O13,-,315101,
4,O14,-,153916,
4,O15,-,211552,
4,O16,-,171771,
4,O17,-,227425,
4,O18,-,247482,
4,O19,-,250240,
4,O20,-,237163,
4,O21,-,165804,
4,O22,-,238057,
4,O23,-,279198,
4,O24,-,342461,
4,P01,-,358794,
4,P02,-,268729,
4,P03,-,279596,
4,P04,-,219761,
4,P05,-,263860,
4,P06,-,245022,
4,P07,-,180528,
4,P08,-,58189,
4,P09,-,68176,
4,P10,-,67301,
4,P11,-,82864,
4,P12,-,72069,
4,P13,-,95337,
4,P14,-,63177,
4,P15,-,51970,
4,P16,-,75074,
4,P17,-,67665,
4,P18,-,52955,
4,P19,-,82824,
4,P20,-,73079,
4,P21,-,87205,
4,P22,-,101414,
4,P23,-,66433,
4,P24,-,75651,

,,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Sample,Signal,
5,A01,-,531156,
5,A02,-,296620,
5,A03,-,363300,
5,A04,-,367451,
5,A05,-,499649,
5,A06,-,267638,
5,A07,-,307455,
5,A08,-,320554,
5,A09,-,230577,
5,A10,-,384043,
5,A11,-,426551,
5,A12,-,433311,
5,A13,-,478270,
5,A14,-,658797,
5,A15,-,268722,
5,A16,-,304504,
5,A17,-,665429,
5,A18,-,522348,
5,A19,-,387924,
5,A20,-,664904,
5,A21,-,460939,
5,A22,-,468904,
5,A23,-,434334,
5,A24,-,369822,
5,B01,-,446984,
5,B02,-,300526,
5,B03,-,230044,
5,B04,-,152495,
5,B05,-,167600,
5,B06,-,122935,
5,B07,-,201438,
5,B08,-,152356,
5,B09,-,175442,
5,B10,-,199480,
5,B11,-,272523,
5,B12,-,194196,
5,B13,-,221166,
5,B14,-,182928,
5,B15,-,197359,
5,B16,-,188010,
5,B17,-,269357,
5,B18,-,154275,
5,B19,-,207787,
5,B20,-,180608,
5,B21,-,158722,
5,B22,-,176137,
5,B23,-,261264,
5,B24,-,348116,
5,C01,-,336064,
5,C02,-,117899,
5,C03,-,198361,
5,C04,-,235456,
5,C05,-,226062,
5,C06,-,249261,
5,C07,-,201764,
5,C08,-,204213,
5,C09,-,143777,
5,C10,-,220928,
5,C11,-,219819,
5,C12,-,134348,
5,C13,-,271772,
5,C14,-,231565,
5,C15,-,142461,
5,C16,-,127914,
5,C17,-,182319,
5,C18,-,147324,
5,C19,-,141878,
5,C20,-,165477,
5,C21,-,194835,
5,C22,-,159461,
5,C23,-,227965,
5,C24,-,284948,
5,D01,-,399343,
5,D02,-,252458,
5,D03,-,181752,
5,D04,-,140221,
5,D05,-,179652,
5,D06,-,100950,
5,D07,-,157292,
5,D08,-,108763,
5,D09,-,129337,
5,D10,-,120990,
5,D11,-,268897,
5,D12,-,154226,
5,D13,-,182864,
5,D14,-,149173,
5,D15,-,150929,
5,D16,-,155551,
5,D17,-,225207,
5,D18,-,146312,
5,D19,-,209251,
5,D20,-,231136,
5,D21,-,157707,
5,D22,-,142264,
5,D23,-,201305,
5,D24,-,234945,
5,E01,-,256943,
5,E02,-,118958,
5,E03,-,174386,
5,E04,-,236086,
5,E05,-,200396,
5,E06,-,216507,
5,E07,-,261298,
5,E08,-,230165,
5,E09,-,132993,
5,E10,-,196706,
5,E11,-,194130,
5,E12,-,153522,
5,E13,-,172641,
5,E14,-,178156,
5,E15,-,162781,
5,E16,-,171856,
5,E17,-,222817,
5,E18,-,225860,
5,E19,-,165207,
5,E20,-,210184,
5,E21,-,243373,
5,E22,-,242924,
5,E23,-,379799,
5,E24,-,286364,
5,F01,-,423620,
5,F02,-,286659,
5,F03,-,229285,
5,F04,-,179550,
5,F05,-,179587,
5,F06,-,159661,
5,F07,-,200250,
5,F08,-,159976,
5,F09,-,148348,
5,F10,-,215959,
5,F11,-,304566,
5,F12,-,149116,
5,F13,-,179704,
5,F14,-,122687,
5,F15,-,157028,
5,F16,-,138315,
5,F17,-,242898,
5,F18,-,124574,
5,F19,-,204229,
5,F20,-,183388,
5,F21,-,197491,
5,F22,-,149414,
5,F23,-,222234,
5,F24,-,302960,
5,G01,-,307790,
5,G02,-,270145,
5,G03,-,187356,
5,G04,-,212825,
5,G05,-,174671,
5,G06,-,135495,
5,G07,-,172109,
5,G08,-,178483,
5,G09,-,104900,
5,G10,-,162778,
5,G11,-,225431,
5,G12,-,144965,
5,G13,-,194926,
5,G14,-,209106,
5,G15,-,143777,
5,G16,-,127648,
5,G17,-,194945,
5,G18,-,192978,
5,G19,-,198855,
5,G20,-,172589,
5,G21,-,232272,
5,G22,-,157568,
5,G23,-,340138,
5,G24,-,225804,
5,H01,-,346841,
5,H02,-,200948,
5,H03,-,166314,
5,H04,-,160567,
5,H05,-,161298,
5,H06,-,96708,
5,H07,-,155359,
5,H08,-,109025,
5,H09,-,117951,
5,H10,-,150418,
5,H11,-,203743,
5,H12,-,181268,
5,H13,-,147133,
5,H14,-,129987,
5,H15,-,162003,
5,H16,-,171590,
5,H17,-,224697,
5,H18,-,134380,
5,H19,-,141908,
5,H20,-,172998,
5,H21,-,209684,
5,H22,-,134748,
5,H23,-,209377,
5,H24,-,353314,
5,I01,-,494347,
5,I02,-,252214,
5,I03,-,156482,
5,I04,-,129251,
5,I05,-,342216,
5,I06,-,161745,
5,I07,-,157567,
5,I08,-,200319,
5,I09,-,213566,
5,I10,-,120435,
5,I11,-,288592,
5,I12,-,211416,
5,I13,-,214016,
5,I14,-,203681,
5,I15,-,260070,
5,I16,-,185808,
5,I17,-,280302,
5,I18,-,255340,
5,I19,-,186241,
5,I20,-,256507,
5,I21,-,265776,
5,I22,-,221115,
5,I23,-,288759,
5,I24,-,318725,
5,J01,-,363933,
5,J02,-,199096,
5,J03,-,192590,
5,J04,-,176556,
5,J05,-,330577,
5,J06,-,281544,
5,J07,-,166331,
5,J08,-,130742,
5,J09,-,174881,
5,J10,-,219170,
5,J11,-,303267,
5,J12,-,245178,
5,J13,-,297569,
5,J14,-,175783,
5,J15,-,368741,
5,J16,-,228720,
5,J17,-,286268,
5,J18,-,152815,
5,J19,-,262177,
5,J20,-,224274,
5,J21,-,190774,
5,J22,-,278299,
5,J23,-,553261,
5,J24,-,392919,
5,K01,-,310820,
5,K02,-,185403,
5,K03,-,249613,
5,K04,-,245903,
5,K05,-,210302,
5,K06,-,159646,
5,K07,-,208799,
5,K08,-,164611,
5,K09,-,287249,
5,K10,-,163075,
5,K11,-,210512,
5,K12,-,178333,
5,K13,-,200504,
5,K14,-,151707,
5,K15,-,189895,
5,K16,-,190748,
5,K17,-,210691,
5,K18,-,251750,
5,K19,-,188791,
5,K20,-,208077,
5,K21,-,227848,
5,K22,-,244882,
5,K23,-,242255,
5,K24,-,484004,
5,L01,-,413883,
5,L02,-,139293,
5,L03,-,184025,
5,L04,-,158992,
5,L05,-,141235,
5,L06,-,114028,
5,L07,-,192035,
5,L08,-,108337,
5,L09,-,132142,
5,L10,-,163647,
5,L11,-,235208,
5,L12,-,173163,
5,L13,-,164003,
5,L14,-,206215,
5,L15,-,216850,
5,L16,-,213795,
5,L17,-,131355,
5,L18,-,159651,
5,L19,-,253486,
5,L20,-,177130,
5,L21,-,254247,
5,L22,-,209902,
5,L23,-,306952,
5,L24,-,327503,
5,M01,-,312845,
5,M02,-,166594,
5,M03,-,268200,
5,M04,-,178012,
5,M05,-,194946,
5,M06,-,141445,
5,M07,-,194930,
5,M08,-,147357,
5,M09,-,222478,
5,M10,-,118432,
5,M11,-,242026,
5,M12,-,155567,
5,M13,-,275071,
5,M14,-,158555,
5,M15,-,170341,
5,M16,-,255816,
5,M17,-,287497,
5,M18,-,170198,
5,M19,-,173715,
5,M20,-,167520,
5,M21,-,330465,
5,M22,-,298735,
5,M23,-,225385,
5,M24,-,560394,
5,N01,-,447909,
5,N02,-,314953,
5,N03,-,362652,
5,N04,-,191938,
5,N05,-,146499,
5,N06,-,111421,
5,N07,-,179119,
5,N08,-,119327,
5,N09,-,209449,
5,N10,-,156379,
5,N11,-,121033,
5,N12,-,157854,
5,N13,-,315141,
5,N14,-,165287,
5,N15,-,200564,
5,N16,-,365797,
5,N17,-,166089,
5,N18,-,210146,
5,N19,-,175725,
5,N20,-,120825,
5,N21,-,241334,
5,N22,-,214506,
5,N23,-,440617,
5,N24,-,204534,
5,O01,-,393921,
5,O02,-,381155,
5,O03,-,275826,
5,O04,-,343329,
5,O05,-,279520,
5,O06,-,235939,
5,O07,-,361680,
5,O08,-,222052,
5,O09,-,299321,
5,O10,-,217731,
5,O11,-,257199,
5,O12,-,246717,
5,O13,-,344713,
5,O14,-,322956,
5,O15,-,339713,
5,O16,-,100495,
5,O17,-,404082,
5,O18,-,198529,
5,O19,-,281701,
5,O20,-,233610,
5,O21,-,358653,
5,O22,-,251552,
5,O23,-,299210,
5,O24,-,354172,
5,P01,-,551343,
5,P02,-,392922,
5,P03,-,552404,
5,P04,-,399234,
5,P05,-,479111,
5,P06,-,246654,
5,P07,-,372093,
5,P08,-,319493,
5,P09,-,283108,
5,P10,-,260077,
5,P11,-,260011,
5,P12,-,272091,
5,P13,-,387711,
5,P14,-,272983,
5,P15,-,340726,
5,P16,-,309094,
5,P17,-,648850,
5,P18,-,283906,
5,P19,-,468717,
5,P20,-,284153,
5,P21,-,332309,
5,P22,-,225568,
5,P23,-,435595,
5,P24,-,434402,

Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,,14.73,24.71,24.71,23.3,23.1,24.51,24.51,4/18/2022 1:18:32 PM,
2,1,,14.68,24.8,24.8,23.1,23.1,24.61,24.61,4/18/2022 1:19:40 PM,
3,1,,14.73,24.8,24.8,23.3,23.4,24.61,24.61,4/18/2022 1:20:47 PM,
4,1,,14.68,24.8,24.8,23.4,23.7,24.61,24.51,4/18/2022 1:21:54 PM,
5,1,,14.68,24.8,24.8,23.6,23.9,24.61,24.51,4/18/2022 1:23:08 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1360,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1315,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1472,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1499,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1384,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),


Basic assay information 
Assay ID: ,,,,23095
Assay Started: ,,,,4/18/2022 1:17:45 PM
Assay Finished: ,,,,4/18/2022 1:23:24 PM
Assay Exported: ,,,,4/18/2022 4:13:19 PM
Protocol ID: ,,,,100177
Protocol Name: ,,,,TRF-384 Alamar blue+BS+nbw
Serial#: ,,,,="1020141"



Protocol information
Protocol:
Protocol name,,,,TRF-384 Alamar blue+BS+nbw
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,Jaffe 384 General
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14.35 mm

Coordinates of corners:
Jaffe 384 General
12.13 mm x------------------------------------------------------ x 115.63 mm
8.99 mm                                                            8.99 mm

12.13 mm x------------------------------------------------------ x 115.63 mm
76.49 mm                                                           76.49 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
I,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
J,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
K,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
L,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
M,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
N,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
O,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
P,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 

 - - Undefined

Calculations:
No calculations.

Auto export parameters:
Export format,,,,Plate2
Include basic assay information,,,,Yes
Place assay information at,,,,End of file
Include basic plate information,,,,Yes
Place plate information at,,,,End of plate
Include protocol information,,,,Yes
Protocol info level,,,,Large
Include error and warning information,,,,Yes
Include background information,,,,Yes
Add plate number to the file name,,,,Yes
Each plate to separate file,,,,No
Field separator to use,,,,System
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv

Operations:
Plate 1
  Group 1
    Measurement
      Label,,,,new alamar blue(1)

Labels:
new alamar blue,,,,4000013
Top mirror,,,,General
Bottom mirror,,,,N/A
Exc. filter,,,,Photometric 530
Using of excitation filter,,,,Top
2nd exc. filter,,,,N/A
Using of 2nd excitation filter,,,,Top
Ems. filter,,,,Photometric 590
2nd ems. filter,,,,N/A
Measurement height,,,,6.5 mm
Number of flashes,,,,1
Number of flashes integrated,,,,1
PMT gain,,,,1
Excitation light,,,,0%
Reference excitation light,,,,100%
Emission light,,,,100%
Reference AD gain,,,,2
Reference signal,,,,256388
Last edited,,,,10/13/2006 11:04:00 AM
Last edited by,,,,EnVision
Factory preset,,,,No

Filters:
Photometric 530,,,,310
Filter type,,,,Excitation
Description,,,,P530 CWL=530nm BW=8nm Tmin=55%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Photometric 590,,,,314
Filter type,,,,Excitation
Description,,,,P590 CWL=590nm BW=8nm Tmin=40%
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceAbsorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Mirror modules:
General,,,,401
Used by,,,,Top
Dual,,,,No
Bias,,,,No
Description,,,,BS50
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence
Last edited,,,,8/19/2014 4:24:21 PM
Last edited by,,,,Installation
Factory preset,,,,Yes

Instrument:
Serial number,,,,1020141
Nickname,,,,EnVision




Assay notifications:
INFO: Assay aborted at plate 5  plate repeat 1 and well P01. There may be missing results

Notifications for plate 1  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: I24

Notifications for plate 3  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: A24

Notifications for plate 5  repeat 1:
WARNING: Some of the results may be invalid due to saturation of electronics. To fix the problem try to limit the excitation light or decrease the detector gain using the label editor.
In a case of label using Fluorescence Monochromator you can also try to use less flashes  lower excitation wavelength or higher emission wavelength.

WARNING: Measured signal is saturated in the following wells: A17 A20



Exported with EnVision Workstation version 1.13.3009.1409
